Source,quantile,value,Data,Genes
Poultry,0.25,0.7149498025050046,Full,Best_50
Poultry,0.5,0.7408933548283483,Full,Best_50
Poultry,0.75,0.7655002485290149,Full,Best_50
Poultry,0.975,0.8094868020840283,Full,Best_50
Sheep,0.025,0.11908572034394244,Full,Best_50
Sheep,0.25,0.17050991395463927,Full,Best_50
Sheep,0.5,0.19876690085761653,Full,Best_50
Sheep,0.75,0.2267618882169527,Full,Best_50
Sheep,0.975,0.28384584005187724,Full,Best_50
Beef,0.025,0.0039567617948771195,Full,Best_55
Beef,0.25,0.02687463325962583,Full,Best_55
Beef,0.5,0.04588844578447967,Full,Best_55
Beef,0.75,0.06976803663351334,Full,Best_55
Beef,0.975,0.12514228420457504,Full,Best_55
Poultry,0.025,0.6136932148023077,Full,Best_55
Poultry,0.25,0.6719451760252069,Full,Best_55
Poultry,0.5,0.6996335575553125,Full,Best_55
Poultry,0.75,0.7261243098602435,Full,Best_55
Poultry,0.975,0.7732897261431134,Full,Best_55
Sheep,0.025,0.16432332713951828,Full,Best_55
Sheep,0.25,0.22062596199352788,Full,Best_55
Sheep,0.5,0.24939179977935977,Full,Best_55
Sheep,0.75,0.2804799114601424,Full,Best_55
Sheep,0.975,0.3460998046006716,Full,Best_55
Beef,0.025,0.008437896757429371,Full,Best_60
Beef,0.25,0.03168305327071532,Full,Best_60
Beef,0.5,0.05021942750429652,Full,Best_60
Beef,0.75,0.07350616164644838,Full,Best_60
Beef,0.975,0.1304792911501591,Full,Best_60
Poultry,0.025,0.5579485701953439,Full,Best_60
Poultry,0.25,0.6339359121110895,Full,Best_60
Poultry,0.5,0.6684636833781699,Full,Best_60
Poultry,0.75,0.698752613008143,Full,Best_60
Poultry,0.975,0.7504960197320539,Full,Best_60
Sheep,0.025,0.1794520664980335,Full,Best_60
Sheep,0.25,0.2398164455224129,Full,Best_60
Sheep,0.5,0.2768102031757894,Full,Best_60
Sheep,0.75,0.3167911280323804,Full,Best_60
Sheep,0.975,0.39964823777391584,Full,Best_60
Beef,0.025,0.008399762978364391,Full,Best_65
Beef,0.25,0.029297591171989844,Full,Best_65
Beef,0.5,0.04508470800688828,Full,Best_65
Beef,0.75,0.06450059315922818,Full,Best_65
Beef,0.975,0.11139550648382948,Full,Best_65
Poultry,0.025,0.540355056442968,Full,Best_65
Poultry,0.25,0.6157009704612835,Full,Best_65
Poultry,0.5,0.6470630045755794,Full,Best_65
Poultry,0.75,0.6748129838126014,Full,Best_65
Poultry,0.975,0.7244219664010317,Full,Best_65
Sheep,0.025,0.2117791799958159,Full,Best_65
Sheep,0.25,0.2715422510667707,Full,Best_65
Sheep,0.5,0.30422037399213253,Full,Best_65
Sheep,0.75,0.3399639024430201,Full,Best_65
Sheep,0.975,0.4228912127618988,Full,Best_65
Beef,0.025,0.010951232561528508,Full,Best_70
Beef,0.25,0.03119055168841977,Full,Best_70
Beef,0.5,0.04586940673397689,Full,Best_70
Beef,0.75,0.06245188215494914,Full,Best_70
Beef,0.975,0.10216466592590162,Full,Best_70
Poultry,0.025,0.5185791126742959,Full,Best_70
Poultry,0.25,0.5894219513682971,Full,Best_70
Poultry,0.5,0.6312060613738073,Full,Best_70
Poultry,0.75,0.6657385231182833,Full,Best_70
Poultry,0.975,0.7230300016895636,Full,Best_70
Sheep,0.025,0.22297393223959572,Full,Best_70
Sheep,0.25,0.27982027463392745,Full,Best_70
Sheep,0.5,0.3186634113471271,Full,Best_70
Sheep,0.75,0.36739086268826293,Full,Best_70
Sheep,0.975,0.4425590911173514,Full,Best_70
Beef,0.025,0.011854404829890726,Full,Best_75
Beef,0.25,0.0326803936898311,Full,Best_75
Beef,0.5,0.045920614256355755,Full,Best_75
Beef,0.75,0.060631230707675024,Full,Best_75
Beef,0.975,0.09732371175605588,Full,Best_75
Poultry,0.025,0.49070684046624785,Full,Best_75
Poultry,0.25,0.5723679573643735,Full,Best_75
Poultry,0.5,0.6138086580563533,Full,Best_75
Poultry,0.75,0.6516818079582243,Full,Best_75
Poultry,0.975,0.7080659597633201,Full,Best_75
Sheep,0.025,0.23314260106766052,Full,Best_75
Sheep,0.25,0.2968236686511338,Full,Best_75
Sheep,0.5,0.33816561092243713,Full,Best_75
Sheep,0.75,0.38268506000890923,Full,Best_75
Sheep,0.975,0.4764156841387128,Full,Best_75
Beef,0.025,0.012461951243644716,Full,Best_80
Beef,0.25,0.030336372031995202,Full,Best_80
Beef,0.5,0.04355721082517384,Full,Best_80
Beef,0.75,0.059244967934531254,Full,Best_80
Beef,0.975,0.09859717362199359,Full,Best_80
Poultry,0.025,0.4494615010650009,Full,Best_80
Poultry,0.25,0.529513289123754,Full,Best_80
Poultry,0.5,0.5679423721492589,Full,Best_80
Poultry,0.75,0.6105906220070647,Full,Best_80
Poultry,0.975,0.6797184270364277,Full,Best_80
Sheep,0.025,0.26503600359899676,Full,Best_80
Sheep,0.25,0.3412419373589794,Full,Best_80
Sheep,0.5,0.38464192227007776,Full,Best_80
Sheep,0.75,0.4262674264840786,Full,Best_80
Sheep,0.975,0.5107349665483605,Full,Best_80
Beef,0.025,0.014299750778230258,Full,Best_85
Beef,0.25,0.03082144457693979,Full,Best_85
Beef,0.5,0.04235661993132457,Full,Best_85
Beef,0.75,0.05579342475094673,Full,Best_85
Beef,0.975,0.09060814711894892,Full,Best_85
Poultry,0.025,0.4392377505340177,Full,Best_85
Poultry,0.25,0.5159478365027057,Full,Best_85
Poultry,0.5,0.5545914933745707,Full,Best_85
Poultry,0.75,0.5930635819853844,Full,Best_85
Poultry,0.975,0.6639070169951876,Full,Best_85
Sheep,0.025,0.2852131431379269,Full,Best_85
Sheep,0.25,0.35828147496817947,Full,Best_85
Sheep,0.5,0.4001241592217615,Full,Best_85
Sheep,0.75,0.44322375090000604,Full,Best_85
Sheep,0.975,0.5237567860363694,Full,Best_85
Beef,0.025,0.017560668457608015,Full,Best_90
Beef,0.25,0.03490553782248044,Full,Best_90
Beef,0.5,0.04664126143056346,Full,Best_90
Beef,0.75,0.06029167727907547,Full,Best_90
Beef,0.975,0.09176710586887432,Full,Best_90
Poultry,0.025,0.4054108228644394,Full,Best_90
Poultry,0.25,0.4764323629600076,Full,Best_90
Poultry,0.5,0.5187262713171703,Full,Best_90
Poultry,0.75,0.5602900767179158,Full,Best_90
Poultry,0.975,0.6367882195267393,Full,Best_90
Sheep,0.025,0.305973301376456,Full,Best_90
Sheep,0.25,0.38768782818298814,Full,Best_90
Sheep,0.5,0.4327676211316851,Full,Best_90
Sheep,0.75,0.4771731063493253,Full,Best_90
Sheep,0.975,0.5546793300165711,Full,Best_90
Beef,0.025,0.013976696941226266,Full,Best_95
Beef,0.25,0.030917099076027167,Full,Best_95
Beef,0.5,0.04316971720468356,Full,Best_95
Beef,0.75,0.05734441493455425,Full,Best_95
Beef,0.975,0.08739740058286156,Full,Best_95
Poultry,0.025,0.3638440655713748,Full,Best_95
Poultry,0.25,0.42654222225212846,Full,Best_95
Poultry,0.5,0.47013056790552216,Full,Best_95
Poultry,0.75,0.5124512397475678,Full,Best_95
Poultry,0.975,0.5835296782956777,Full,Best_95
Sheep,0.025,0.36031017773785545,Full,Best_95
Sheep,0.25,0.4395959199211745,Full,Best_95
Sheep,0.5,0.4840749750201069,Full,Best_95
Sheep,0.75,0.5316998249289535,Full,Best_95
Sheep,0.975,0.6008360728874113,Full,Best_95
Beef,0.025,0.009765751481115637,Full,Best_100
Beef,0.25,0.021784352581358454,Full,Best_100
Beef,0.5,0.030705331677391656,Full,Best_100
Beef,0.75,0.0417203578761391,Full,Best_100
Beef,0.975,0.06929090139924611,Full,Best_100
Poultry,0.025,0.3467893230492178,Full,Best_100
Poultry,0.25,0.4122313339729994,Full,Best_100
Poultry,0.5,0.44862382414113167,Full,Best_100
Poultry,0.75,0.4863586412269781,Full,Best_100
Poultry,0.975,0.5603235892818349,Full,Best_100
Sheep,0.025,0.3986155822910633,Full,Best_100
Sheep,0.25,0.47770524917392726,Full,Best_100
Sheep,0.5,0.5196803389668052,Full,Best_100
Sheep,0.75,0.5576675460203006,Full,Best_100
Sheep,0.975,0.6251393612389232,Full,Best_100
Beef,0.025,0.10775231516115319,Full,Best_7
Beef,0.25,0.16710139170587038,Full,Best_7
Beef,0.5,0.1927674814101878,Full,Best_7
Beef,0.75,0.21695039421148715,Full,Best_7
Beef,0.975,0.2600212128724458,Full,Best_7
Poultry,0.025,0.729711679707291,Full,Best_7
Poultry,0.25,0.7726920216323805,Full,Best_7
Poultry,0.5,0.7960617538574062,Full,Best_7
Poultry,0.75,0.8213377735211397,Full,Best_7
Poultry,0.975,0.876489032229482,Full,Best_7
Sheep,0.025,5.913680012456328e-4,Full,Best_7
Sheep,0.25,0.003911414870574405,Full,Best_7
Sheep,0.5,0.008161113097040151,Full,Best_7
Sheep,0.75,0.01547162421335063,Full,Best_7
Sheep,0.975,0.04086743847419897,Full,Best_7
Beef,0.025,0.052718399706533345,Full,Random_1
Beef,0.25,0.11877769906424464,Full,Random_1
Beef,0.5,0.1547011636419841,Full,Random_1
Beef,0.75,0.18957154668391551,Full,Random_1
Beef,0.975,0.2546689461880538,Full,Random_1
Poultry,0.025,0.688626839139887,Full,Random_1
Poultry,0.25,0.7328127819658667,Full,Random_1
Poultry,0.5,0.7566158700117191,Full,Random_1
Poultry,0.75,0.7794055819834041,Full,Random_1
Poultry,0.975,0.8270570109214045,Full,Random_1
Sheep,0.025,0.01684854266098172,Full,Random_1
Sheep,0.25,0.06061991137320076,Full,Random_1
Sheep,0.5,0.08877189501122223,Full,Random_1
Sheep,0.75,0.11592768507880705,Full,Random_1
Sheep,0.975,0.16826205227341745,Full,Random_1
Beef,0.025,0.11298049747132982,Full,Random_2
Beef,0.25,0.1655907449930669,Full,Random_2
Beef,0.5,0.1928037115933553,Full,Random_2
Beef,0.75,0.21989833955951077,Full,Random_2
Beef,0.975,0.26837785940696024,Full,Random_2
Poultry,0.025,0.7223442327800215,Full,Random_2
Poultry,0.25,0.767610897452672,Full,Random_2
Poultry,0.5,0.7928791557574106,Full,Random_2
Poultry,0.75,0.8190387190895294,Full,Random_2
Poultry,0.975,0.8681720255503825,Full,Random_2
Sheep,0.025,6.781621254397499e-4,Full,Random_2
Sheep,0.25,0.004303227713334835,Full,Random_2
Sheep,0.5,0.009822987256452727,Full,Random_2
Sheep,0.75,0.019820687552907147,Full,Random_2
Sheep,0.975,0.05140023670183459,Full,Random_2
Beef,0.025,0.11531398834438238,Full,Random_3
Beef,0.25,0.16806243961651626,Full,Random_3
Beef,0.5,0.19321463353644502,Full,Random_3
Beef,0.75,0.21766466093996323,Full,Random_3
Beef,0.975,0.26369004591995254,Full,Random_3
Poultry,0.025,0.7273428118375895,Full,Random_3
Poultry,0.25,0.7726645333353837,Full,Random_3
Poultry,0.5,0.7964054973808254,Full,Random_3
Poultry,0.75,0.821549990245362,Full,Random_3
Poultry,0.975,0.8719483683060194,Full,Random_3
Sheep,0.025,4.930384653207652e-4,Full,Random_3
Sheep,0.25,0.0031896898419153433,Full,Random_3
Sheep,0.5,0.007262880942680239,Full,Random_3
Sheep,0.75,0.014143005930379888,Full,Random_3
Sheep,0.975,0.03822421193017601,Full,Random_3
Beef,0.025,0.2037548121353871,Full,Random_4
Beef,0.25,0.25681232005005006,Full,Random_4
Beef,0.5,0.28102348389000176,Full,Random_4
Beef,0.75,0.3048763932145491,Full,Random_4
Beef,0.975,0.3546752389174823,Full,Random_4
Poultry,0.025,0.6338531618112555,Full,Random_4
Poultry,0.25,0.6845399161155556,Full,Random_4
Poultry,0.5,0.707211352012315,Full,Random_4
Poultry,0.75,0.731515563298339,Full,Random_4
Poultry,0.975,0.7826623529205068,Full,Random_4
Sheep,0.025,6.193429052513251e-4,Full,Random_4
Sheep,0.25,0.0038720814794883204,Full,Random_4
Sheep,0.5,0.008428915254429063,Full,Random_4
Sheep,0.75,0.015578863796372399,Full,Random_4
Sheep,0.975,0.03767204229949486,Full,Random_4
Beef,0.025,0.1444523820834059,Full,Random_5
Beef,0.25,0.18949801591486443,Full,Random_5
Beef,0.5,0.2128394424533127,Full,Random_5
Beef,0.75,0.235645160930692,Full,Random_5
Beef,0.975,0.27829575971059206,Full,Random_5
Poultry,0.025,0.7092608583386241,Full,Random_5
Poultry,0.25,0.7493943116506853,Full,Random_5
Poultry,0.5,0.770814507003086,Full,Random_5
Poultry,0.75,0.7929402870741197,Full,Random_5
Poultry,0.975,0.8372325949328614,Full,Random_5
Sheep,0.025,7.796514922952404e-4,Full,Random_5
Sheep,0.25,0.005317338690646379,Full,Random_5
Sheep,0.5,0.011581801836988133,Full,Random_5
Sheep,0.75,0.02241512606704416,Full,Random_5
Sheep,0.975,0.05339331129205919,Full,Random_5
Beef,0.025,0.12578490661194472,Full,Random_6
Beef,0.25,0.1770526215693468,Full,Random_6
Beef,0.5,0.20194209368085075,Full,Random_6
Beef,0.75,0.22523904810035744,Full,Random_6
Beef,0.975,0.267757400544254,Full,Random_6
Poultry,0.025,0.7224319180600663,Full,Random_6
Poultry,0.25,0.7664247707856316,Full,Random_6
Poultry,0.5,0.7898485254159665,Full,Random_6
Poultry,0.75,0.8146294517668797,Full,Random_6
Poultry,0.975,0.8635663794075065,Full,Random_6
Sheep,0.025,4.659335569973972e-4,Full,Random_6
Sheep,0.25,0.0028695614919172423,Full,Random_6
Sheep,0.5,0.006246328215613468,Full,Random_6
Sheep,0.75,0.011973438248590528,Full,Random_6
Sheep,0.975,0.030251283016406467,Full,Random_6
Beef,0.025,0.10972922529381224,Full,Random_7
Beef,0.25,0.15519071249866753,Full,Random_7
Beef,0.5,0.17920796699991923,Full,Random_7
Beef,0.75,0.20265576271718633,Full,Random_7
Beef,0.975,0.24446581674188736,Full,Random_7
Poultry,0.025,0.745316896265517,Full,Random_7
Poultry,0.25,0.7844558545188302,Full,Random_7
Poultry,0.5,0.8068310821973452,Full,Random_7
Poultry,0.75,0.8296461951290793,Full,Random_7
Poultry,0.975,0.8737175465974497,Full,Random_7
Sheep,0.025,6.75142326712036e-4,Full,Random_7
Sheep,0.25,0.0046647020196750166,Full,Random_7
Sheep,0.5,0.01007421805960882,Full,Random_7
Sheep,0.75,0.019491938846756294,Full,Random_7
Sheep,0.975,0.04824315121332829,Full,Random_7
Beef,0.025,0.15291235217495772,Full,Random_8
Beef,0.25,0.2053592565912635,Full,Random_8
Beef,0.5,0.23243724960086837,Full,Random_8
Beef,0.75,0.2589048020974455,Full,Random_8
Beef,0.975,0.30749918230591233,Full,Random_8
Poultry,0.025,0.6806580226641551,Full,Random_8
Poultry,0.25,0.7293677813769874,Full,Random_8
Poultry,0.5,0.7556940768323794,Full,Random_8
Poultry,0.75,0.7818016111958119,Full,Random_8
Poultry,0.975,0.8318309544434647,Full,Random_8
Sheep,0.025,5.845361334011389e-4,Full,Random_8
Sheep,0.25,0.004010239747752344,Full,Random_8
Sheep,0.5,0.00876486088833385,Full,Random_8
Sheep,0.75,0.01696610861719934,Full,Random_8
Sheep,0.975,0.04320468566009451,Full,Random_8
Beef,0.025,0.11472398519714726,Full,Random_9
Beef,0.25,0.16750063176883778,Full,Random_9
Beef,0.5,0.19226699226114458,Full,Random_9
Beef,0.75,0.21678590390766347,Full,Random_9
Beef,0.975,0.2586291437679479,Full,Random_9
Poultry,0.025,0.7329405158625939,Full,Random_9
Poultry,0.25,0.7739065529434933,Full,Random_9
Poultry,0.5,0.7974206413554801,Full,Random_9
Poultry,0.75,0.8221027983526802,Full,Random_9
Poultry,0.975,0.8728229880549362,Full,Random_9
Sheep,0.025,5.418041134584541e-4,Full,Random_9
Sheep,0.25,0.0033120610308473167,Full,Random_9
Sheep,0.5,0.007087394410004022,Full,Random_9
Sheep,0.75,0.01394736155903887,Full,Random_9
Sheep,0.975,0.036248172269801995,Full,Random_9
Beef,0.025,0.15433339948419367,Full,Random_10
Beef,0.25,0.19967371090164343,Full,Random_10
Beef,0.5,0.22283547872168785,Full,Random_10
Beef,0.75,0.24639419222570855,Full,Random_10
Beef,0.975,0.29331623624124564,Full,Random_10
Poultry,0.025,0.6966866233083883,Full,Random_10
Poultry,0.25,0.7420548196454797,Full,Random_10
Poultry,0.5,0.7647773682755651,Full,Random_10
Poultry,0.75,0.7876924388839152,Full,Random_10
Poultry,0.975,0.8304519891557524,Full,Random_10
Sheep,0.025,9.805966411712385e-4,Full,Random_10
Sheep,0.25,0.004423303352040802,Full,Random_10
Sheep,0.5,0.009044051401746984,Full,Random_10
Sheep,0.75,0.016979064503408737,Full,Random_10
Sheep,0.975,0.042328707085817596,Full,Random_10
Beef,0.025,0.1492315953725808,Full,Random_11
Beef,0.25,0.20473804701723633,Full,Random_11
Beef,0.5,0.23094097233196664,Full,Random_11
Beef,0.75,0.25663913424499407,Full,Random_11
Beef,0.975,0.3042866787974678,Full,Random_11
Poultry,0.025,0.6841104265927789,Full,Random_11
Poultry,0.25,0.7251703188498881,Full,Random_11
Poultry,0.5,0.7465780534681996,Full,Random_11
Poultry,0.75,0.7681291820077134,Full,Random_11
Poultry,0.975,0.8074881412862331,Full,Random_11
Sheep,0.025,0.0012552256018914963,Full,Random_11
Sheep,0.25,0.008045606291610243,Full,Random_11
Sheep,0.5,0.017087538111536234,Full,Random_11
Sheep,0.75,0.03221325073164212,Full,Random_11
Sheep,0.975,0.0803569648429868,Full,Random_11
Beef,0.025,0.1388956788860612,Full,Random_12
Beef,0.25,0.19666109575340013,Full,Random_12
Beef,0.5,0.22369541187413067,Full,Random_12
Beef,0.75,0.2508829980362272,Full,Random_12
Beef,0.975,0.30183282962062047,Full,Random_12
Poultry,0.025,0.6887616543394853,Full,Random_12
Poultry,0.25,0.7369135814280963,Full,Random_12
Poultry,0.5,0.7627797264491889,Full,Random_12
Poultry,0.75,0.7882164080665021,Full,Random_12
Poultry,0.975,0.8463094244830816,Full,Random_12
Sheep,0.025,6.179480238612879e-4,Full,Random_12
Sheep,0.25,0.004518661988899013,Full,Random_12
Sheep,0.5,0.009911176928894521,Full,Random_12
Sheep,0.75,0.018917813351872526,Full,Random_12
Sheep,0.975,0.04707988789340469,Full,Random_12
Beef,0.025,0.10106379559410374,Full,Random_13
Beef,0.25,0.1549379358259086,Full,Random_13
Beef,0.5,0.17965717126616243,Full,Random_13
